x,y,bbox_w,bbox_h,type_code,type_name,place_name,level,variant,instance_id,template_key
968,1351,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1079,1351,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1215,1351,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1269,1351,2,2,4,Settlement (Town),,4,07,1328785020288701477,poiNode__town_lvl4_wood_riverlands_alpha
1346,1351,3,3,9,Castle,,4,b700,3127550512059774276,poiNode__castle_lvl4_riverlands_alpha
1577,1351,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
710,1352,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
895,1352,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1590,1352,1,2,2,Crossing,,4,03,10638324116765093946,poiNode__crossing_lvl4_alpha
1607,1352,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
792,1353,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
938,1353,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1024,1353,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1562,1353,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1770,1353,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1819,1353,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
723,1354,2,2,4,Settlement (Town),,2,0b,934088675522857109,poiNode__town_lvl2_iron_crownlands_alpha
1064,1354,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1387,1354,2,2,4,Settlement (Town),,4,0b,14449178292820799250,poiNode__town_lvl4_food_riverlands_alpha
1435,1354,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1858,1354,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
646,1355,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
667,1355,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
738,1355,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
915,1355,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
924,1355,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
983,1355,3,3,9,Castle,,3,b700,17460725333026308301,poiNode__castle_lvl3_riverlands_alpha
1907,1355,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
597,1356,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
614,1357,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
772,1357,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
824,1357,3,3,9,Castle,,2,b700,2677169842261652633,poiNode__castle_lvl2_crownlands_alpha
1136,1357,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
502,1358,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1017,1358,3,3,9,Castle,,3,9f00,17460725333026308301,poiNode__castle_lvl3_riverlands_alpha
1103,1358,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1164,1358,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
523,1359,2,2,4,Settlement (Town),,2,07,934088675522857109,poiNode__town_lvl2_iron_crownlands_alpha
680,1359,2,2,4,Settlement (Town),,2,07,7192166805953233241,poiNode__town_lvl2_food_crownlands_alpha
870,1359,2,1,2,Tunnel,,4,03,16362520254717945012,poiNode__tunnel_lvl4_crownlands_alpha
784,1360,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
797,1360,3,2,6,Dragon Sanctum,,1,1e,10375726052514243646,poiNode__dragonsanctum_lv01_crownlands_alpha
1324,1360,4,6,24,Great House Capital,Harrenhal,,e2efce,9094122336810514848,poiNode__capital_Harrenhal_alpha
1388,1360,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1776,1360,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1865,1360,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
640,1361,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
754,1361,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1038,1361,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1509,1361,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
674,1362,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1027,1362,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1375,1362,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1727,1362,2,2,4,Harbor/Dock,,2,0e,16078488310347410484,poiNode__harbor_lvl2_alpha
1745,1362,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
606,1363,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
653,1363,2,2,4,Settlement (Town),,2,07,7192166805953233241,poiNode__town_lvl2_food_crownlands_alpha
732,1363,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
887,1363,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
837,1364,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
866,1364,3,3,9,Castle,,2,9f00,2677169842261652633,poiNode__castle_lvl2_crownlands_alpha
1366,1364,3,3,9,Castle,,4,9f00,3127550512059774276,poiNode__castle_lvl4_riverlands_alpha
510,1365,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
662,1365,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1037,1365,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1091,1365,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1296,1365,2,2,4,Dragon Sanctum,,3,0f,2315435866486640623,poiNode__dragonsanctum_lv03_riverlands_alpha
633,1366,3,2,6,Dragon Sanctum,,1,1e,10375726052514243646,poiNode__dragonsanctum_lv01_crownlands_alpha
1002,1366,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1111,1366,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1259,1366,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
763,1367,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
943,1367,2,2,4,Settlement (Town),,4,07,1328785020288701477,poiNode__town_lvl4_wood_riverlands_alpha
991,1367,4,3,12,Seat of Power,Pinkmaiden,,fe0e,141715875747657092,poiNode__sop_Pinkmaiden_alpha
1200,1367,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1484,1367,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
598,1368,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
618,1368,2,2,4,Settlement (Town),,2,0b,6299085069917208579,poiNode__town_lvl2_stone_crownlands_alpha
724,1368,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
814,1368,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
850,1368,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1122,1368,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1591,1368,1,2,2,Crossing,,4,03,10638324116765093946,poiNode__crossing_lvl4_alpha
1807,1368,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1887,1368,2,2,4,Settlement (Town),,2,0b,6299085069917208579,poiNode__town_lvl2_stone_crownlands_alpha
685,1369,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
784,1369,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1138,1369,2,2,4,Settlement (Town),,2,07,12140295094117105364,poiNode__town_lvl2_stone_riverlands_alpha
1269,1369,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
708,1370,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1195,1370,2,2,4,Tunnel,,4,06,2018596786695658083,poiNode__tunnel_lvl4_riverlands_alpha
1875,1370,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
611,1371,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
803,1371,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
822,1371,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
926,1371,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
935,1371,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1441,1371,2,2,4,Settlement (Town),,4,07,8598154936655108511,poiNode__town_lvl4_stone_riverlands_alpha
654,1372,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
966,1372,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
516,1373,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
755,1373,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
794,1373,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1068,1373,3,3,9,Castle,,2,b700,15724056029190769230,poiNode__castle_lvl2_riverlands_alpha
743,1374,3,5,15,Bridge,,2,9412,1498553686271999927,poiNode__bridge_5hex_lvl2_alpha
948,1374,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1829,1374,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
736,1376,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
838,1376,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1016,1376,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1050,1376,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1059,1376,2,2,4,Settlement (Town),,2,0b,12140295094117105364,poiNode__town_lvl2_stone_riverlands_alpha
1902,1376,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
692,1377,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
892,1377,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1098,1377,3,3,9,Castle,,2,b700,15724056029190769230,poiNode__castle_lvl2_riverlands_alpha
1155,1377,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1404,1377,2,2,4,Settlement (Town),,4,07,14449178292820799250,poiNode__town_lvl4_food_riverlands_alpha
1519,1377,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
637,1378,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
723,1378,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
817,1378,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1308,1378,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1840,1378,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1888,1379,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
713,1380,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
797,1380,2,2,4,Settlement (Town),,2,0b,934088675522857109,poiNode__town_lvl2_iron_crownlands_alpha
807,1380,3,3,9,Castle,,2,9f00,2677169842261652633,poiNode__castle_lvl2_crownlands_alpha
906,1380,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
773,1381,2,2,4,Settlement (Town),,2,07,7192166805953233241,poiNode__town_lvl2_food_crownlands_alpha
842,1381,3,3,9,Castle,,2,b700,2677169842261652633,poiNode__castle_lvl2_crownlands_alpha
857,1381,2,2,4,Settlement (Town),,2,07,6299085069917208579,poiNode__town_lvl2_stone_crownlands_alpha
1192,1381,2,2,4,Tunnel,,4,06,2018596786695658083,poiNode__tunnel_lvl4_riverlands_alpha
831,1382,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
655,1383,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1407,1383,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
531,1384,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
605,1384,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
690,1384,2,2,4,Settlement (Town),,2,0b,13347178834781780590,poiNode__town_lvl2_wood_crownlands_alpha
730,1384,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
760,1384,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1275,1384,2,2,4,Tunnel,,4,06,2018596786695658083,poiNode__tunnel_lvl4_riverlands_alpha
521,1385,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
674,1385,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
779,1385,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
962,1385,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1280,1385,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1882,1385,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
703,1386,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
788,1386,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
767,1387,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
801,1387,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
822,1387,2,2,4,Settlement (Town),,2,07,934088675522857109,poiNode__town_lvl2_iron_crownlands_alpha
947,1387,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1359,1387,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1834,1387,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
709,1388,3,3,9,Castle,,2,9f00,2677169842261652633,poiNode__castle_lvl2_crownlands_alpha
1200,1388,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
628,1389,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
810,1389,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
862,1389,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1110,1389,4,3,12,Seat of Power,Acorn Hall,,fe0e,2519534202697160353,poiNode__sop_AcornHall_alpha
1135,1389,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1337,1389,3,3,9,Castle,,4,b700,3127550512059774276,poiNode__castle_lvl4_riverlands_alpha
541,1390,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
735,1390,3,3,9,Castle,,2,9f00,2677169842261652633,poiNode__castle_lvl2_crownlands_alpha
1389,1390,3,2,6,Dragon Sanctum,,2,1e,596146601522709868,poiNode__dragonsanctum_lv02_riverlands_alpha
1722,1390,2,2,4,Harbor/Dock,,2,0b,16078488310347410484,poiNode__harbor_lvl2_alpha
601,1391,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
639,1391,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
715,1391,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1313,1391,3,3,9,Castle,,4,b700,3127550512059774276,poiNode__castle_lvl4_riverlands_alpha
1600,1391,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1826,1391,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
869,1392,1,2,2,Crossing,,4,03,10638324116765093946,poiNode__crossing_lvl4_alpha
875,1392,2,2,4,Crossing,,4,,10638324116765093946,poiNode__crossing_lvl4_alpha
1377,1392,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1506,1392,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
654,1393,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
725,1393,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
683,1394,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
929,1395,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
964,1395,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
616,1396,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
674,1396,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1576,1396,2,2,4,Settlement (Town),,1,0b,5323986953385167127,poiNode__town_lvl1_food_crownlands_alpha
1737,1396,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1891,1396,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
608,1397,3,3,9,Castle,,2,b700,2677169842261652633,poiNode__castle_lvl2_crownlands_alpha
746,1397,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1038,1397,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1202,1397,2,2,4,Settlement (Town),,2,07,17574922458373617218,poiNode__town_lvl2_iron_riverlands_alpha
532,1398,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
812,1398,1,2,2,Tunnel,,2,03,1315898000168475582,poiNode__tunnel_lvl2_crownlands_alpha
993,1398,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1270,1398,1,2,2,Tunnel,,4,03,2018596786695658083,poiNode__tunnel_lvl4_riverlands_alpha
627,1399,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
856,1399,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
739,1401,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
944,1401,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1420,1401,2,2,4,Dragon Sanctum,,1,0f,8137403851956624105,poiNode__dragonsanctum_lv01_riverlands_alpha
1723,1401,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
900,1402,2,2,4,Settlement (Town),,4,0b,12086801801092654814,poiNode__town_lvl4_iron_riverlands_alpha
1450,1402,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
667,1403,2,3,6,Bridge,,2,16,6488258009797769972,poiNode__bridge_3hex_lvl2_alpha
716,1403,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
789,1403,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
802,1403,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1219,1403,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1396,1403,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1666,1403,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1897,1403,2,2,4,Settlement (Town),,2,07,6299085069917208579,poiNode__town_lvl2_stone_crownlands_alpha
642,1404,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
687,1404,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
770,1405,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
820,1405,1,2,2,Tunnel,,2,03,1315898000168475582,poiNode__tunnel_lvl2_crownlands_alpha
884,1405,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
964,1405,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1173,1405,2,2,4,Dragon Sanctum,,1,0f,8137403851956624105,poiNode__dragonsanctum_lv01_riverlands_alpha
1191,1405,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1439,1405,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1488,1405,2,2,4,Crossing,,4,,10638324116765093946,poiNode__crossing_lvl4_alpha
617,1406,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
726,1406,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
913,1406,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
956,1406,2,2,4,Settlement (Town),,4,0b,14449178292820799250,poiNode__town_lvl4_food_riverlands_alpha
1004,1406,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1364,1407,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
696,1408,2,2,4,Tunnel,,2,06,1315898000168475582,poiNode__tunnel_lvl2_crownlands_alpha
759,1408,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1066,1408,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1129,1408,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
824,1409,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
657,1410,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
741,1410,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
873,1410,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
629,1411,2,2,4,Settlement (Town),,2,07,6299085069917208579,poiNode__town_lvl2_stone_crownlands_alpha
663,1411,2,2,4,Settlement (Town),,2,07,934088675522857109,poiNode__town_lvl2_iron_crownlands_alpha
777,1411,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
842,1411,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
615,1412,2,2,4,Crossing,,2,06,17576595532914463501,poiNode__crossing_lvl2_alpha
751,1412,2,2,4,Settlement (Town),,2,0b,7192166805953233241,poiNode__town_lvl2_food_crownlands_alpha
855,1412,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1181,1412,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
624,1413,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
691,1413,2,1,2,Tunnel,,2,03,1315898000168475582,poiNode__tunnel_lvl2_crownlands_alpha
990,1413,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1005,1413,1,2,2,Crossing,,4,03,10638324116765093946,poiNode__crossing_lvl4_alpha
1218,1413,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1256,1413,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
801,1414,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
815,1414,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
962,1414,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1170,1414,2,2,4,Settlement (Town),,2,0b,5056014063526610105,poiNode__town_lvl2_wood_riverlands_alpha
1202,1414,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1492,1414,2,2,4,Crossing,,4,,10638324116765093946,poiNode__crossing_lvl4_alpha
639,1415,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
713,1415,4,3,12,Seat of Power,Ashemark,,fe0e,732018484648970917,poiNode__sop_Ashemark_alpha
1104,1415,5,1,5,Bridge,,2,1f,1498553686271999927,poiNode__bridge_5hex_lvl2_alpha
1121,1415,1,1,1,Ruin,,1,01,14369028728984258867,poiNode__ruin_lvl1_riverlands_alpha
1594,1415,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
733,1416,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
724,1417,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
