key,name,description,icon,ability_key
habit_dragon_thrandar_slot5_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_thrandar_slot6_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_kalspire_slot1_01,Champion's Brilliance,"<style=""Inline_Bold"">At Level 16+ and deployed in the</style> <style=""Inline_Vanguard"">Vanguard</style>
Increase your <style=""Inline_Dragon_Strength"">Strength</style>, <style=""Inline_Dragon_Intelligence"">Intelligence</style>, and <style=""Inline_Dragon_Instinct"">Instinct</style> by <style=""Inline_Positive"">+15</style>. Reduce Damage Received by <style=""Inline_Positive"">-8%</style> of the Ally deployed in the <style=""Inline_RightFlank"">Right Flank</style>. ",Icon_DragonAbility_Habit_ChampionsBrilliance_03.png,ability_habit_rare_championsbrilliance_01
habit_dragon_kalspire_slot2_01,Robust Insight,"<style=""Inline_Underline"">Start of Combat</style>: Increase your <style=""Inline_Dragon_Strength"">Strength</style> and <style=""Inline_Dragon_Instinct"">Instinct</style> by {effect_group=1:effect=1:base_mod} until the end of combat.",Icon_DragonAbility_Habit_RobustInsight_05.png,ability_habit_legendary_robustinsight_01
habit_dragon_kalspire_slot3_01,Battle Cunning,"<style=""Inline_Underline"">Start of Combat</style>: Reduce <style=""Inline_Dragon_Strength"">Strength</style> and <style=""Inline_Dragon_Intelligence"">Intelligence</style> by {effect_group=1:effect=1:base_mod} (enhanced by <style=""Inline_Dragon_Instinct"">Instinct</style>) of 3 Enemies in any lane until the end of combat.",Icon_DragonAbility_Habit_BattleCunning_05.png,ability_habit_legendary_battlecunning_01
habit_dragon_kalspire_slot4_01,Tactical Assault,"<style=""Inline_Command"">Tactical Strike</style> gains:
<style=""Inline_Underline"">After each <style=""Inline_Attack"">Basic Attack</style></style>: Deal {ability=ability_command_legendary_tacticalstrike_01:effect_group=4:effect=1:damage_type} Damage to {ability=ability_command_legendary_tacticalstrike_01:effect_group=4:number_of_targets} {ability=ability_command_legendary_tacticalstrike_01:effect_group=4:target_type} {ability=ability_command_legendary_tacticalstrike_01:effect_group=4:target_range} that was not the target of your <style=""Inline_Attack"">Basic Attack</style> (Damage Rate: {ability=ability_command_legendary_tacticalstrike_01:effect_group=4:effect=1:base_mod}). Additionally, there is a {ability=ability_command_legendary_tacticalstrike_01:effect_group=6:trigger_chance} chance to afflict the target and {ability=ability_command_legendary_tacticalstrike_01:effect_group=6:number_of_targets} other {ability=ability_command_legendary_tacticalstrike_01:effect_group=6:target_type} {ability=ability_command_legendary_tacticalstrike_01:effect_group=6:target_range} with <style=""Inline_Damage_Tactical"">Panic</style> for {ability=ability_command_legendary_tacticalstrike_01:effect_group=6:duration_rounds} round(s). Chance is checked separately for each target.

<style=""Inline_Damage_Tactical"">Panic</style> deals <style=""Inline_Damage_Tactical"">Tactical</style> Damage to the target each round.",Icon_DragonAbility_Habit_TacticalAssault_05.png,ability_habit_dpsphysical_01
habit_dragon_kalspire_slot5_01,Dragon's Insight,"<style=""Inline_Underline"">Start of Combat</style>: Reduce your Damage Received by {effect_group=1:effect=1:base_mod} and increase your <style=""Inline_Dragon_Instinct"">Instinct</style> by {effect_group=1:effect=2:base_mod} until the end of combat.",Icon_DragonAbility_Habit_DragonsInsight_04.png,ability_habit_legendary_dragonsinsight_01
habit_dragon_kalspire_slot6_01,Radiant Conqueror,"<style=""Inline_Underline"">Start of Round 1</style>: Reduce your Damage Received by {effect_group=1:effect=1:base_mod} for {effect_group=1:duration_rounds} round(s). However, <style=""Inline_Negative"">you are also afflicted with</style> <style=""Inline_Debuff"">Stun</style> for {effect_group=2:duration_rounds} round(s).

<style=""Inline_Debuff"">Stun</style> prevents the target from using <style=""Inline_Command"">Commands</style> and <style=""Inline_Habit"">Habits</style>, or launching <style=""Inline_Attack"">Basic Attacks</style> on their turn.

<style=""Inline_Underline"">Start of Round 2</style>: Reduce the <style=""Inline_Damage_Physical"">Physical</style> Damage Dealt (excluding <style=""Inline_Attack"">Basic Attacks</style>) of the Enemy with the highest <style=""Inline_Dragon_Strength"">Strength</style>, and the <style=""Inline_Damage_Fire"">Fire</style> Damage Dealt of the Enemy with the highest <style=""Inline_Dragon_Intelligence"">Intelligence</style> by {effect_group=3:effect=1:base_mod} for {effect_group=3:duration_rounds} round(s).",Icon_DragonAbility_Habit_RadiantConqueror_05.png,ability_habit_legendary_radiantconqueror_01
habit_dragon_seasmoke_slot1_01,Champion's Brilliance,"<style=""Inline_Bold"">At Level 16+ and deployed in the</style> <style=""Inline_Vanguard"">Vanguard</style>
Increase your <style=""Inline_Dragon_Strength"">Strength</style>, <style=""Inline_Dragon_Intelligence"">Intelligence</style>, and <style=""Inline_Dragon_Instinct"">Instinct</style> by <style=""Inline_Positive"">+15</style>. Reduce Damage Received by <style=""Inline_Positive"">-8%</style> of the Ally deployed in the <style=""Inline_RightFlank"">Right Flank</style>. ",Icon_DragonAbility_Habit_ChampionsBrilliance_03.png,ability_habit_rare_championsbrilliance_01
habit_dragon_seasmoke_slot2_01,Clever Maneuver,"<style=""Inline_Underline"">Start of Combat</style>: Increase <style=""Inline_Dragon_Intelligence"">Intelligence</style> by {effect_group=1:effect=1:base_mod} and <style=""Inline_Dragon_Speed"">Initiative</style> by {effect_group=1:effect=2:base_mod} of the Ally with the highest <style=""Inline_Dragon_Intelligence"">Intelligence</style> until the end of combat. Both effects are enhanced by <style=""Inline_Dragon_Instinct"">Instinct</style>.",Icon_DragonAbility_Habit_CleverManeuver_05.png,ability_habit_legendary_clevermaneuver_01
habit_dragon_seasmoke_slot3_01,Wind's Favor,"<style=""Inline_Underline"">Start of Combat</style>: Increase <style=""Inline_Dragon_Speed"">Initiative</style> by {effect_group=1:effect=1:base_mod} (enhanced by <style=""Inline_Dragon_Speed"">Initiative</style>) of {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} until the end of combat.",Icon_DragonAbility_Habit_WindsFavor_05.png,ability_habit_legendary_windsfavor_01
habit_dragon_seasmoke_slot4_01,Infectious Wrath,"<style=""Inline_Command"">Cleansing Wrath</style> gains:
<style=""Inline_Underline"">Each Round</style>: When you <style=""Inline_Debuff"">Cleanse</style> an enemy, afflict the target with 1 stack of <style=""Inline_Debuff"">Infectious Wrath</style> (Max 3 stacks) for {ability=ability_command_legendary_cleansingwrath_01:effect_group=3:duration_rounds} round(s).

Each stack of <style=""Inline_Debuff"">Infectious Wrath</style> reduces the target's <style=""Inline_Recovery"">Recovery</style> Received by {ability=ability_command_legendary_cleansingwrath_01:effect_group=3:effect=1:base_mod}.

<style=""Inline_Underline"">Rounds 3, 6, 9</style>: Deal {ability=ability_command_legendary_cleansingwrath_01:effect_group=9:effect=1:damage_type} Damage to {ability=ability_command_legendary_cleansingwrath_01:effect_group=9:number_of_targets} {ability=ability_command_legendary_cleansingwrath_01:effect_group=9:target_type} {ability=ability_command_legendary_cleansingwrath_01:effect_group=9:target_range} (Damage Rate: {ability=ability_command_legendary_cleansingwrath_01:effect_group=9:effect=1:base_mod}). This damage is doubled ({ability=ability_command_legendary_cleansingwrath_01:effect_group=10:effect=1:base_mod}) if the target is afflicted with <style=""Inline_Damage_Tactical"">Panic</style>.",Icon_DragonAbility_Habit_InfectiousWrath_03.png,ability_habit_dpsphysical_01
habit_dragon_seasmoke_slot5_01,Cunning Ferocity,"<style=""Inline_Underline"">Start of Combat</style>: Increase the <style=""Inline_Dragon_Intelligence"">Intelligence</style> by {effect_group=1:effect=1:base_mod} (enhanced by <style=""Inline_Dragon_Speed"">Instinct</style>) and the <style=""Inline_Damage_Fire"">Fire</style> Damage Dealt by {effect_group=1:effect=2:base_mod} of {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} until the end of combat.",Icon_DragonAbility_Habit_CunningFerocity_05.png,ability_habit_legendary_cunningferocity_01
habit_dragon_seasmoke_slot6_01,Loyal Bond,"<style=""Inline_Underline"">Each Round</style>: {effect_group=1:trigger_chance} chance to grant <style=""Inline_Buff"">Advantage</style> ({effect_group=1:effect=1:base_mod}) to {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} that are <style=""Inline_Bold"">above 50% troop capacity</style> for {effect_group=1:duration_rounds} round(s).

<style=""Inline_Underline"">Each Round</style>: {effect_group=2:trigger_chance} chance to grant <style=""Inline_Buff"">Resistance</style> ({effect_group=2:effect=1:base_mod}) to {effect_group=2:number_of_targets} {effect_group=2:target_type} {effect_group=2:target_range} that are <style=""Inline_Bold"">below 50% troop capacity</style> for {effect_group=2:duration_rounds} round(s).",Icon_DragonAbility_Habit_LoyalBond_05.png,ability_habit_legendary_loyalbond_01
habit_dragon_vermithor_slot1_01,Champion's Brilliance,"<style=""Inline_Bold"">At Level 16+ and deployed in the</style> <style=""Inline_Vanguard"">Vanguard</style>
Increase your <style=""Inline_Dragon_Strength"">Strength</style>, <style=""Inline_Dragon_Intelligence"">Intelligence</style>, and <style=""Inline_Dragon_Instinct"">Instinct</style> by <style=""Inline_Positive"">+15</style>. Reduce Damage Received by <style=""Inline_Positive"">-8%</style> of the Ally deployed in the <style=""Inline_RightFlank"">Right Flank</style>. ",Icon_DragonAbility_Habit_ChampionsBrilliance_03.png,ability_habit_rare_championsbrilliance_01
habit_dragon_vermithor_slot2_01,Noble Sacrifice,"<style=""Inline_Underline"">Start of Round 1</style>: Increase your <style=""Inline_Debuff""></style><style=""Inline_Damage_Tactical"">Tactical</style> Damage Received by {effect_group=1:effect=1:base_mod} for {effect_group=1:duration_rounds} round(s).

Additionally, reduce the <style=""Inline_Damage_Physical"">Physical</style> Damage Dealt of {effect_group=2:number_of_targets} {effect_group=2:target_type} {effect_group=2:target_range} (prioritizing <style=""Inline_Breed_Warrior"">Warriors</style>) and the <style=""Inline_Damage_Fire"">Fire</style> Damage Dealt of {effect_group=2:number_of_targets} {effect_group=2:target_type} {effect_group=2:target_range} (prioritizing <style=""Inline_Breed_Hunter"">Hunters</style>). Each effect reduces Damage Dealt by {effect_group=2:effect=1:base_mod} and lasts for {effect_group=2:duration_rounds} round(s).",Icon_DragonAbility_Habit_NobleSacrifice_05.png,ability_habit_legendary_noblesacrifice_01
habit_dragon_vermithor_slot3_01,Nimble Resilience,"<style=""Inline_Underline"">Start of Combat</style>: Reduce your Damage Received by {effect_group=1:effect=1:base_mod} and increase your <style=""Inline_Dragon_Speed"">Initiative</style> by {effect_group=1:effect=2:base_mod} until the end of combat.",Icon_DragonAbility_Habit_NimbleResilience_05.png,ability_habit_legendary_nimbleresilience_01
habit_dragon_vermithor_slot4_01,Bronze Bulwark,"<style=""Inline_Command"">Bronze Fury</style> gains:
Increase the amount of <style=""Inline_Damage_Physical"">Physical</style> Damage dealt to {ability=ability_command_legendary_bronzefury_01:effect_group=4:effect=1:base_mod} and the <style=""Inline_Damage_Tactical"">Tactical</style> Damage dealt to {ability=ability_command_legendary_bronzefury_01:effect_group=4:effect=2:base_mod}.

Increase the chance to apply <style=""Inline_Buff"">Protect</style> to {ability=ability_command_legendary_bronzefury_01:effect_group=5:trigger_chance}. Additionally, when you apply <style=""Inline_Buff"">Protect</style>, reduce your <style=""Inline_Damage_Physical"">Physical</style> and <style=""Inline_Damage_Fire"">Fire</style> Damage Received by {ability=ability_command_legendary_bronzefury_01:effect_group=7:effect=1:base_mod} for {ability=ability_command_legendary_bronzefury_01:effect_group=7:duration_rounds} round(s).

<style=""Inline_Buff"">Protect</style> causes damage dealt to the target by <style=""Inline_Command"">Commands</style> and <style=""Inline_Habit"">Habits</style> to be split between them and the dragon that applied <style=""Inline_Buff"">Protect</style>.",Icon_DragonAbility_Habit_IroncladResolve_03.png,ability_habit_rare_null_01
habit_dragon_vermithor_slot5_01,Fury's Poise,"<style=""Inline_Underline"">Start of Combat</style>:
For each <style=""Inline_Breed_Warrior"">Warrior</style> in the enemy army, reduce your <style=""Inline_Damage_Physical"">Physical</style> Damage Received by {effect_group=7:effect=1:base_mod}.
For each <style=""Inline_Breed_Hunter"">Hunter</style> in the enemy army, reduce your <style=""Inline_Damage_Fire"">Fire</style> Damage Received by {effect_group=10:effect=1:base_mod}. 
Each effect lasts until the end of combat.",Icon_DragonAbility_Habit_FurysPoise_05.png,ability_habit_legendary_furyspoise_01
habit_dragon_vermithor_slot6_01,Vengeful Fury ,"<style=""Inline_Underline"">Each Round:</style> If you are <style=""Inline_Bold"">below 50% Max Troop Capacity</style>, deal <style=""Inline_Damage_Physical"">Physical</style> Damage (Damage Rate: {effect_group=1:effect=1:base_mod}) to the enemy with the lowest <style=""Inline_Dragon_Instinct"">Instinct</style> and deal <style=""Inline_Damage_Tactical"">Tactical</style> Damage (Damage Rate: {effect_group=2:effect=1:base_mod}) to the enemy with the lowest  <style=""Inline_Dragon_Intelligence"">Intelligence</style>.
This effect only triggers once per combat.",Icon_DragonAbility_Habit_VengefulFury_05.png,ability_habit_legendary_vengefulfury_01
habit_dragon_dreadfire_slot1_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_dreadfire_slot2_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_dreadfire_slot3_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_dreadfire_slot4_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_dreadfire_slot5_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_dreadfire_slot6_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_caraxes_slot1_01,Hunter's Wrath,"<style=""Inline_Bold"">At Level 16+ and deployed in the</style> <style=""Inline_Vanguard"">Vanguard</style>
Increase your <style=""Inline_Damage_Fire"">Fire Damage</style> Dealt by <style=""Inline_Positive"">+16%</style>. Increase <style=""Inline_Dragon_Strength"">Strength</style> and <style=""Inline_Dragon_Speed"">Initiative</style> by <style=""Inline_Positive"">+20</style> of the Ally deployed in the <style=""Inline_RightFlank"">Right Flank</style>.",Icon_DragonAbility_Habit_HuntersWrath_03.png,ability_habit_rare_hunterswrath_01
habit_dragon_caraxes_slot2_01,Battle Dread,"<style=""Inline_Underline"">Start of Combat:</style> Reduce the <style=""Inline_Dragon_Strength"">Strength</style> and <style=""Inline_Dragon_Speed"">Initiative</style> (enhanced by <style=""Inline_Dragon_Intelligence"">Intelligence</style>) of {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} by {effect_group=1:effect=1:base_mod} until the end of combat.",Icon_DragonAbility_Habit_BattleDread_04.png,ability_habit_legendary_battledread_01
habit_dragon_caraxes_slot3_01,Dragon's Flair,"<style=""Inline_Underline"">Start of Combat</style>: Increase your <style=""Inline_Damage_Fire"">Fire Damage</style> Dealt by {effect_group=1:effect=1:base_mod} until the end of combat.",Icon_DragonAbility_Habit_DragonsFlair_05.png,ability_habit_legendary_dragonsflair_01
habit_dragon_caraxes_slot4_01,Crippling Inferno,"<style=""Inline_Underline"">Each Round</style>: {effect_group=1:trigger_chance} chance to afflict <style=""Inline_Debuff"">Slow</style> and <style=""Inline_Damage_Fire"">Burn</style> (Damage Rate: {effect_group=1:effect=1:base_mod}) on {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range}. Each effect is checked separately for each target and last for {effect_group=1:duration_rounds} round(s).

<style=""Inline_Debuff"">Burn</style> deals <style=""Inline_Damage_Fire"">Fire</style> Damage to the target each round.
<style=""Inline_Debuff"">Slow</style> causes the target to attack after all other combatants each round.",Icon_DragonAbility_Habit_CripplingInferno_05.png,ability_habit_legendary_cripplinginferno_01
habit_dragon_caraxes_slot5_01,Mass Enfeeble,"<style=""Inline_Underline"">Start of Combat</style>: Reduce <style=""Inline_Damage_Physical"">Physical</style> Damage Dealt (excluding <style=""Inline_Attack"">Basic Attacks</style>) by {effect_group=1:effect=1:base_mod} of {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} until the end of combat.",Icon_DragonAbility_Habit_MassEnfeeble_05.png,ability_habit_legendary_massenfeeble_01
habit_dragon_caraxes_slot6_01,Blood Wyrm,"<style=""Inline_Underline"">Start of each Round</style>: For each Enemy that is <style=""Inline_Bold"">below 50% max troop capacity</style>, increase your <style=""Inline_Damage_Fire"">Fire</style> Damage Dealt by {effect_group=13:effect=1:base_mod}.

<style=""Inline_Underline"">Start of each Round</style>: For each Enemy that <style=""Inline_Bold"">retreated</style> in the previous round, apply <style=""Inline_Recovery"">Recovery</style> (Recovery Rate: {effect_group=4:effect=1:base_mod}, enhanced by <style=""Inline_Dragon_Speed"">Initiative</style>) to yourself.",Icon_DragonAbility_Habit_BloodWyrm_05.png,ability_habit_legendary_bloodwyrm_01
habit_dragon_crimson_slot1_01,Hunter's Cunning,"<style=""Inline_Bold"">At Level 16+ and deployed in the</style> <style=""Inline_Vanguard"">Vanguard</style>
Increase your <style=""Inline_Recovery"">Recovery</style> Received by <style=""Inline_Positive"">+20%</style> and <style=""Inline_Dragon_Intelligence"">Intelligence</style> by <style=""Inline_Positive"">+25</style>. Increase <style=""Inline_Damage_Physical"">Physical Damage</style> Dealt by <style=""Inline_Positive"">+10%</style> of the Ally deployed in the <style=""Inline_RightFlank"">Right Flank</style>.",Icon_DragonAbility_Habit_HuntersCunning_03.png,ability_habit_rare_hunterscunning_01
habit_dragon_crimson_slot2_01,Enervate,"At the start of combat, reduce <style=""Inline_Damage_Tactical"">Tactical</style> Damage Dealt by {effect_group=1:effect=1:base_mod} of 1 Enemy that deals <style=""Inline_Damage_Tactical"">Tactical</style> Damage until the end of combat.",Icon_DragonAbility_Habit_Enervate_03.png,ability_habit_legendary_enervate_01
habit_dragon_crimson_slot3_01,Dragon's Intellect,"<style=""Inline_Underline"">Start of Combat</style>: Reduce your Damage Received by {effect_group=1:effect=1:base_mod} and increase your <style=""Inline_Dragon_Intelligence"">Intelligence</style> by {effect_group=1:effect=2:base_mod} until the end of combat.",Icon_DragonAbility_Habit_DragonsIntellect_03.png,ability_habit_legendary_dragonsintellect_01
habit_dragon_crimson_slot4_01,Bloodscale Fury,"<style=""Inline_Underline"">Each Round</style>: {effect_group=2:trigger_chance} chance to afflict <style=""Inline_Debuff"">Weakened</style> ({effect_group=2:effect=1:base_mod}) on {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} (prioritize targets NOT afflicted with <style=""Inline_Debuff"">Stun</style>) for {effect_group=2:duration_rounds} round(s). This chance is doubled ({effect_group=3:trigger_chance} ) against targets afflicted with <style=""Inline_Debuff"">Taunt</style>.

<style=""Inline_Debuff"">Weakened</style> reduces the target's Damage Dealt.",Icon_DragonAbility_Habit_BloodscaleFury_05.png,ability_habit_legendary_bloodscalefury_01
habit_dragon_crimson_slot5_01,Unlikely Hero,"<style=""Inline_Underline"">Start of Each Round</style>: Increase <style=""Inline_Damage_Physical"">Physical</style> Damage Received (excluding <style=""Inline_Attack"">Basic Attacks</style>) and <style=""Inline_Damage_Fire"">Fire</style> Damage Received by {effect_group=1:effect=2:base_mod} for all Enemies <style=""Inline_Bold"">above 75% max troop capacity</style> until the end of the round.

<style=""Inline_Underline"">Start of Each Round</style>: Reduce <style=""Inline_Recovery"">Recovery</style> Received by {effect_group=2:effect=1:base_mod} for all Enemies <style=""Inline_Bold"">below 25% max troop capacity<style=""Inline_Bold""> until the end of the round.",Icon_DragonAbility_Habit_UnlikelyHero_05.png,ability_habit_legendary_unlikelyhero_01
habit_dragon_crimson_slot6_01,Vermin's Bane,"<style=""Inline_Command"">Bloodscale Terror</style> gains:
<style=""Inline_Underline"">Even-numbered Rounds</style>: {ability=ability_command_legendary_bloodscaleterror_01:effect_group=5:trigger_chance} chance to reduce <style=""Inline_Dragon_Instinct"">Instinct</style> and <style=""Inline_Dragon_Speed"">Initiative</style> by {ability=ability_command_legendary_bloodscaleterror_01:effect_group=5:effect=1:base_mod} (enhanced by <style=""Inline_Dragon_Intelligence"">Intelligence</style>) of the enemy with the highest <style=""Inline_Dragon_Instinct"">Instinct</style> for {ability=ability_command_legendary_bloodscaleterror_01:effect_group=5:duration_rounds} round(s).

<style=""Inline_Underline"">Round 1</style>: The chance to <style=""Inline_Debuff"">Stun</style> is increased to <style=""Inline_Bold"">{ability=ability_command_legendary_bloodscaleterror_01:effect_group=4:trigger_chance}</style>.",Icon_DragonAbility_Habit_VerminsBane_05.png,ability_habit_rare_null_01
habit_dragon_sheepstealer_slot1_01,Hunter's Cunning,"<style=""Inline_Bold"">At Level 16+ and deployed in the</style> <style=""Inline_Vanguard"">Vanguard</style>
Increase your <style=""Inline_Recovery"">Recovery</style> Received by <style=""Inline_Positive"">+20%</style> and <style=""Inline_Dragon_Intelligence"">Intelligence</style> by <style=""Inline_Positive"">+25</style>. Increase <style=""Inline_Damage_Physical"">Physical Damage</style> Dealt by <style=""Inline_Positive"">+10%</style> of the Ally deployed in the <style=""Inline_RightFlank"">Right Flank</style>.",Icon_DragonAbility_Habit_HuntersCunning_03.png,ability_habit_rare_hunterscunning_01
habit_dragon_sheepstealer_slot2_01,Stolen Flock,"<style=""Inline_Underline"">Start of Combat</style>: Increase your <style=""Inline_Damage_Fire"">Fire</style> Damage Dealt by {effect_group=1:effect=1:base_mod} when battling <style=""Inline_Bold"">non-player armies at <style=""Inline_Food"">Food</style> Tiles</style> and when battling <style=""Inline_Bold"">Encounters against Beasts</style> until the end of combat.

<style=""Inline_Underline"">Each Round</style>: {effect_group=2:trigger_chance} chance to gain 1 stack of <style=""Inline_Buff"">Stolen Flock</style> (Max 10 Stacks).

<style=""Inline_Underline"">When your <style=""Inline_Debuff"">Prey</style> receives <style=""Inline_Recovery"">Recovery</style></style>: Gain 1 stack of <style=""Inline_Buff"">Stolen Flock</style> (Max 10 Stacks).

Each stack of <style=""Inline_Buff"">Stolen Flock</style> increases your <style=""Inline_Damage_Fire"">Fire</style> Damage Dealt by {effect_group=2:effect=1:base_mod} until the end of combat",Icon_DragonAbility_Habit_StolenFlock_05.png,ability_habit_legendary_stolenflock_01
habit_dragon_sheepstealer_slot3_01,Dragon's Cunning,"<style=""Inline_Underline"">Start of Combat</style>: Increase your <style=""Inline_Dragon_Intelligence"">Intelligence</style> by {effect_group=1:effect=1:base_mod} and reduce <style=""Inline_Dragon_Instinct"">Instinct</style> by {effect_group=2:effect=1:base_mod} (enhanced by <style=""Inline_Dragon_Speed"">Initiative</style>) of 2 Enemies within adjacency. Each effect lasts until the end of combat.",Icon_DragonAbility_Habit_DragonsCunning_04.png,ability_habit_legendary_dragonscunning_01
habit_dragon_sheepstealer_slot4_01,Baited Kill,"<style=""Inline_Underline"">Each Round</style>: {effect_group=1:trigger_chance} chance to afflict your Prey with <style=""Inline_Debuff"">Vulnerable</style> ({effect_group=1:effect=1:base_mod}). This chance is doubled ({effect_group=2:trigger_chance}) if the target received <style=""Inline_Recovery"">Recovery</style> within the last 1 round.

<style=""Inline_Debuff"">Vulnerable</style> increases the target's Damage Received.

<style=""Inline_Underline"">Each Round</style>: If your Prey is <style=""Inline_Bold"">above 50% Troop Capacity</style>, {effect_group=4:trigger_chance} chance to <style=""Inline_Buff"">Cleanse</style> yourself of 1 <style=""Inline_Debuff"">Negative</style> effect applied by an enemy that <style=""Inline_Negative"">reduces your Damage Dealt</style>.",Icon_DragonAbility_Habit_BaitedKill_05.png,ability_habit_legendary_baitedkill_01
habit_dragon_sheepstealer_slot5_01,Wary Beast,"<style=""Inline_Underline"">Start of Each Round</style>: If your <style=""Inline_Debuff"">Prey</style> is <style=""Inline_Bold"">above 50% Troop Capacity</style>, gain <style=""Inline_Buff"">Evade</style> until the end of the round.

<style=""Inline_Buff"">Evade</style> causes each instance of damage against the target to have a chance to be ignored.

<style=""Inline_Underline"">Start of Combat</style>: Reduce the <style=""Inline_Recovery"">Recovery</style> Received by {effect_group=3:effect=1:base_mod} of {effect_group=3:number_of_targets} {effect_group=3:target_type} {effect_group=3:target_range} until the end of combat.",Icon_DragonAbility_Habit_WaryBeast_05.png,ability_habit_legendary_warybeast_01
habit_dragon_sheepstealer_slot6_01,Savage Claim,"<style=""Inline_Command"">Wild Hunt</style> gains
<style=""Inline_Underline"">Each Round</style>: If you have a <style=""Inline_Debuff"">Prey</style>, Deal <style=""Inline_Damage_Fire"">Fire</style> Damage to them (Damage Rate: {ability=ability_command_legendary_wildhunt_01:effect_group=9:effect=1:base_mod}) and apply <style=""Inline_Recovery"">Recovery</style> to yourself (Recovery Rate: {ability=ability_command_legendary_wildhunt_01:effect_group=11:effect=1:base_mod}, enhanced by <style=""Inline_Dragon_Intelligence"">Intelligence</style>). If your <style=""Inline_Debuff"">Prey</style> received <style=""Inline_Recovery"">Recovery</style> within the last round, triple the Damage ({ability=ability_command_legendary_wildhunt_01:effect_group=12:effect=1:base_mod}) and Recovery ({ability=ability_command_legendary_wildhunt_01:effect_group=14:effect=1:base_mod}).",Icon_DragonAbility_Habit_SavageClaim_05.png,ability_habit_rare_null_01
habit_dragon_sylveren_slot1_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_sylveren_slot2_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_sylveren_slot3_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_sylveren_slot4_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_sylveren_slot5_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_sylveren_slot6_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_syrax_slot1_01,Sentinel's Wit,"<style=""Inline_Bold"">At Level 16+ and deployed in the</style> <style=""Inline_Vanguard"">Vanguard</style>
Increase your <style=""Inline_Damage_Tactical"">Tactical Damage</style> Dealt by <style=""Inline_Positive"">+16%</style>. Increase <style=""Inline_Dragon_Instinct"">Instinct</style> and <style=""Inline_Dragon_Speed"">Initiative</style> by <style=""Inline_Positive"">+20</style> of the Ally deployed in the <style=""Inline_LeftFlank"">Left Flank</style>.",Icon_DragonAbility_Habit_SentinelsWit_03.png,ability_habit_rare_sentinelswit_01
habit_dragon_syrax_slot2_01,Mindful Synergy,"<style=""Inline_Underline"">Start of Combat:</style> Increase the <style=""Inline_Dragon_Intelligence"">Intelligence</style> and <style=""Inline_Dragon_Instinct"">Instinct</style> (enhanced by <style=""Inline_Dragon_Speed"">Initiative</style>) of {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} by {effect_group=1:effect=1:base_mod} until the end of combat.",Icon_DragonAbility_Habit_MindfulSynergy_04.png,ability_habit_legendary_mindfulsynergy_01
